name,slug,category,pillar,description,url,aliases,parent_slug
Avaliações by Prova Fácil,avaliacoes-by-prova-facil,TOTVS Educacional,Gestão,"O Avaliações by Prova Fácil é um sistema de gestão de provas e processos de avaliação. Com ele, você automatiza todas as etapas e ganha agilidade e segurança na aplicação de provas.",https://produtos.totvs.com/produto/educacional/avaliacoes-by-prova-facil/,Avaliações by Prova Fácil|avaliacoes by prova facil,educacional
Captação de Alunos by Rubeus,captacao-de-alunos-by-rubeus,TOTVS Educacional,Gestão,"O Captação de Alunos by Rubeus é uma plataforma que centraliza toda a gestão de automação de marketing, captação de alunos e gestão de permanência na sua instituição de ensino. O sistema possui integração nativa com o TOTVS Educacional.",https://produtos.totvs.com/produto/educacional/captacao-de-alunos-by-rubeus/,Captação de Alunos by Rubeus|captacao de alunos by rubeus,educacional
Dashboards by Foreducation EdTech,dashboards-by-foreducation-edtech,TOTVS Educacional,Gestão,"O Dashboards by Foreducation EdTech possibilita uma visão completa de indicadores da operação de Ensino a Distância, através de uma integração da plataforma Google Classroom ao sistema de gestão TOTVS Educacional.",https://produtos.totvs.com/produto/educacional/dashboards-by-foreducation-edtech/,Dashboards by Foreducation EdTech,educacional
Integrador Classroom by Foreducation EdTech,integrado-classroom-by-foreducation-edtech,TOTVS Educacional,Gestão,O Integrador Classroom by Foreducation EdTech é um sistema de integração criado para conectar o sistema de gestão TOTVS Educacional à plataforma do Google Classroom. A solução sincroniza automaticamente todas as atividades realizadas na plataforma ao ERP educacional.,https://produtos.totvs.com/produto/educacional/integrado-classroom-by-foreducation-edtech/,Integrador Classroom by Foreducation EdTech|integrado classroom by foreducation edtech,educacional
Plataforma de Aprendizagem by Foreducation EdTech,plataforma-de-aprendizagem-by-foreducation-edtech,TOTVS Educacional,Gestão,A Plataforma de Aprendizagem by Foreducation EdTech oferece flexibilidade para aplicar trilhas de aprendizagem multimídia na plataforma Google Classroom. É um sistema totalmente integrado ao TOTVS Educacional.,https://produtos.totvs.com/produto/educacional/plataforma-de-aprendizagem-by-foreducation-edtech/,Plataforma de Aprendizagem by Foreducation EdTech,educacional
Saída Inteligente by School Guardian,saida-inteligente-by-school-guardian,TOTVS Educacional,Gestão,"O Saída Inteligente by School Guardian é uma plataforma de logística escolar que possibilita organização do fluxo de entrada e saída de alunos. A plataforma está disponível para celulares Android e iOS, e tem integração nativa com o TOTVS Educacional.",https://produtos.totvs.com/produto/educacional/saida-inteligente-by-school-guardian/,Saída Inteligente by School Guardian|saida inteligente by school guardian,educacional
Secretaria Digital by doc.Xpress,secretaria-digital-by-doc-xpress,TOTVS Educacional,Gestão,O Secretaria Digital by doc.Xpress é um sistema de gerenciamento de documentos acadêmicos para instituições de ensino de todos os tamanhos. A solução segue as diretrizes do Ministério da Educação para digitalização de secretaria acadêmica e é integrada de forma nativa com o TOTVS Educacional.,https://produtos.totvs.com/produto/educacional/secretaria-digital-by-doc-xpress/,Secretaria Digital by doc.Xpress|secretaria digital by doc xpress,educacional
TOTVS Educacional,educacional,TOTVS Educacional,Gestão,"O TOTVS Educacional é uma solução desenvolvida para a gestão educacional, do ensino básico ao ensino superior, e que atende também o segmento de educação continuada. Com ele, você faz a gestão da sua instituição de ensino, automatiza processos e fortalece o relacionamento com os alunos e a comunidade acadêmica.",https://produtos.totvs.com/produto/educacional/,TOTVS Educacional|Educacional,
Gestão de Cadastros by EZ4,gestao-de-cadastros-by-ez4,TOTVS Fluig,Gestão,,https://produtos.totvs.com/produto/totvs-fluig/gestao-de-cadastros-by-ez4/,Gestão de Cadastros by EZ4|gestao de cadastros by ez4,totvs-fluig
Gestão de Processos e Atividades by Xplanning,gestao-de-processos-e-atividades-by-xplanning,TOTVS Fluig,Gestão,,https://produtos.totvs.com/produto/totvs-fluig/gestao-de-processos-e-atividades-by-xplanning/,Gestão de Processos e Atividades by Xplanning|gestao de processos e atividades by xplanning,totvs-fluig
OCR by Estrela Antares,ocr-by-estrela-antares,TOTVS Fluig,Gestão,Conte com um sistema de digitalização e leitura ótica de documentos para transformar arquivos de papel no seu acervo para o formato digital.,https://produtos.totvs.com/produto/totvs-fluig/ocr-by-estrela-antares/,OCR by Estrela Antares,totvs-fluig
Process Mining by Upflux,process-mining-by-upflux,TOTVS Fluig,Gestão,,https://produtos.totvs.com/produto/totvs-fluig/process-mining-by-upflux/,Process Mining by Upflux,totvs-fluig
Public Form by Digte,public-form-by-digte,TOTVS Fluig,Gestão,"Com o Public Form by Digte é possível criar um balcão em seu ambiente virtual, no qual clientes, fornecedores e outros parceiros podem ter acesso aos processos da sua empresa, por meio de formulários do TOTVS Fluig.",https://produtos.totvs.com/produto/totvs-fluig/public-form-by-digte/,Public Form by Digte,totvs-fluig
TOTVS Fluig,totvs-fluig,TOTVS Fluig,Gestão,"O TOTVS Fluig é um sistema de produtividade e colaboração integrado, que permite a criação e a viabilização dos projetos de inovação da sua empresa independente do seu legado. Com o TOTVS Fluig, sua empresa unifica processos, pessoas e sistemas em uma experiência mais fluida e intuitiva.",https://produtos.totvs.com/produto/totvs-fluig/,TOTVS Fluig|Fluig,
TOTVS Fluig,totvs-fluig-plataforma,TOTVS Fluig,Gestão,"Tenha uma plataforma capaz de integrar todas as suas soluções de tecnologia em um único lugar, de forma simples, ágil e intuitiva, otimizando seus recursos tecnológicos, facilitando a criação de novas aplicações para seu negócio, simplificando a rotina e proporcionando uma experiência de usuário mais fluida.",https://produtos.totvs.com/produto/totvs-fluig/totvs-fluig-plataforma/,TOTVS Fluig|totvs fluig plataforma,totvs-fluig
TOTVS Identity,totvs-identity,TOTVS Fluig,Gestão,"O TOTVS Identity é uma ferramenta que permite o gerenciamento centralizado de login e senha de acesso dos usuários aos sistemas da sua empresa. Com ele, o processo se torna mais seguro, eficiente, e a experiência de uso mais ágil.",https://produtos.totvs.com/produto/totvs-fluig/totvs-identity/,TOTVS Identity|Identity,totvs-fluig
TOTVS Frete Embarcador,frete-embarcador,TOTVS Frete Embarcador,Gestão,"O TOTVS Frete Embarcador é uma solução de gestão especialista voltada para empresas que contratam serviços de movimentação de cargas, capaz de atender necessidades nos mais diferentes segmentos, do agronegócio ao varejo.",https://produtos.totvs.com/produto/frete-embarcador/,TOTVS Frete Embarcador|Frete Embarcador,
TOTVS Gestão de Frotas,totvs-gestao-de-frotas,TOTVS Gestão de Frotas,Gestão,"O TOTVS Gestão de Frotas é um sistema completo, desenvolvido pela NG Informática, para o planejamento e controle de frotas. Em parceria com a TOTVS, o sistema proporciona um controle efetivo de abastecimentos e gestão de pneus e gerencia o planejamento e execução de manutenções preventivas e corretivas.",https://produtos.totvs.com/produto/totvs-gestao-de-frotas/,TOTVS Gestão de Frotas|Gestão de Frotas|totvs gestao de frotas,
TOTVS Hotelaria Backoffice - Linha CMNET,totvs-hotelaria-backoffice-linha-cmnet,TOTVS Hotelaria Backoffice - Linha CMNET,Gestão,"O sistema TOTVS Hotelaria Backoffice – Linha CMNET é uma solução de retaguarda administrativa desenvolvida especialmente para o segmento de Hotelaria. Com ela, você atende todas as suas demandas de gestão fiscal, contábil e financeira, de forma automática, entre outros processos fundamentais para o seu negócio.",https://produtos.totvs.com/produto/totvs-hotelaria-backoffice-linha-cmnet/,TOTVS Hotelaria Backoffice - Linha CMNET|Hotelaria Backoffice - Linha CMNET|Hotelaria Backoffice|Linha CMNET|totvs hotelaria backoffice linha cmnet,
TOTVS Inteligência Tributária,inteligencia-tributaria,TOTVS Inteligência Tributária,Gestão,,https://produtos.totvs.com/produto/inteligencia-tributaria/,TOTVS Inteligência Tributária|Inteligência Tributária|inteligencia tributaria,
TOTVS Marketplace Logístico,totvs-marketplace-logistico,TOTVS Marketplace Logístico,Gestão,"Conte com um ambiente digital colaborativo em que as diversas empresas envolvidas na cadeia de supply chain interagem, trocam informações e fazem negócios.",https://produtos.totvs.com/produto/totvs-marketplace-logistico/,TOTVS Marketplace Logístico|Marketplace Logístico|totvs marketplace logistico,
TOTVS Moda,totvs-moda,TOTVS Moda,Gestão,"O TOTVS Moda é uma solução especialista da TOTVS para a cadeia da produção têxtil. Trata-se de um sistema robusto, capaz de atender a demanda das empresas em todas as etapas da cadeia, da tecelagem à comercialização.",https://produtos.totvs.com/produto/totvs-moda/,TOTVS Moda|Moda,
TOTVS OMS,totvs-oms,TOTVS OMS,Gestão,"O TOTVS OMS é um sistema de gestão de distribuição (Order Management System), desenvolvido para o gerenciamento dos pedidos de vendas distribuídos por sua empresa.",https://produtos.totvs.com/produto/totvs-oms/,TOTVS OMS|OMS,
TOTVS Omni by Moddo,totvs-omni-by-moddo,TOTVS Omni by Moddo,Gestão,"O TOTVS Omni by Moddo é uma plataforma de gestão de ommnichannel para o varejo. Trata-se de um sistema OMS (Order Management System), que permite a gestão de diversas variáveis da operação varejista em múltiplos canais.",https://produtos.totvs.com/produto/totvs-omni-by-moddo/,TOTVS Omni by Moddo|Omni by Moddo,
TOTVS Operações e Monitoramento,totvs-operacoes-e-monitoramento,TOTVS Operações e Monitoramento,Gestão,"Conte com uma solução que permite o acompanhamento automático de desempenho, disponibilidade de sistemas e funcionamento dos recursos de tecnologia nas lojas, pontos de vendas e em empresas de qualquer setor varejista.",https://produtos.totvs.com/produto/totvs-operacoes-e-monitoramento/,TOTVS Operações e Monitoramento|Operações e Monitoramento|totvs operacoes e monitoramento,
TOTVS Otimização Logística,totvs-otimizacao-logistica,TOTVS Otimização Logística,Gestão,"O TOTVS Otimização Logística é uma ferramenta capaz de atender com eficiência operações logísticas de qualquer porte e que permite a gestão completa de todo o processo de coleta e entrega de encomendas, colaborando para a redução de tempo e de custos.",https://produtos.totvs.com/produto/totvs-otimizacao-logistica/,TOTVS Otimização Logística|Otimização Logística|totvs otimizacao logistica,
TOTVS Pagamento Cartão,totvs-pagamento-cartao,TOTVS Pagamento Cartão,Gestão,"O TOTVS Pagamento Cartão é um sistema de gestão de pagamentos por cartão de crédito, de qualquer bandeira disponível no mercado. Com ele, você pode operar de forma fácil e segura.",https://produtos.totvs.com/produto/totvs-pagamento-cartao/,TOTVS Pagamento Cartão|Pagamento Cartão|totvs pagamento cartao,
TOTVS Painel Financeiro,painel-financeiro,TOTVS Painel Financeiro,Gestão,"O TOTVS Painel Financeiro é um sistema que concentra, em um só local, todos os dados financeiros dos diferentes módulos de seu backoffice, oferecendo uma visão completa de todo o controle de fluxo de caixa e indicadores de tesouraria da sua empresa.",https://produtos.totvs.com/produto/painel-financeiro/,TOTVS Painel Financeiro|Painel Financeiro,
TOTVS Performance e Gestão,totvs-performance-e-gestao,TOTVS Performance e Gestão,Gestão,"O TOTVS Performance e Gestão é uma solução de auditoria que garante as melhores práticas no uso do ERP, com ela é possível reduzir perdas e aproveitar ao máximo as vantagens oferecidas pelo sistema de gestão.",https://produtos.totvs.com/produto/totvs-performance-e-gestao/,TOTVS Performance e Gestão|Performance e Gestão|totvs performance e gestao,
TOTVS Pesagem,totvs-pesagem,TOTVS Pesagem,Gestão,"O TOTVS Pesagem é uma solução de automação de pesagem com capacidade de integração a diferentes modelos de balanças, semáforos, displays e impressoras. Com ela, você automatiza todos os processos, desde a chegada dos caminhões até a liberação da carga.",https://produtos.totvs.com/produto/totvs-pesagem/,TOTVS Pesagem|Pesagem,
TOTVS Planejamento de Rotas,totvs-planejamento-de-rotas,TOTVS Planejamento de Rotas,Gestão,Conte com o TOTVS Planejamento de Rotas para automatizar o desenho das rotas a partir dos dados de pedidos previstos e registrados em seu ERP.,https://produtos.totvs.com/produto/totvs-planejamento-de-rotas/,TOTVS Planejamento de Rotas|Planejamento de Rotas,
TOTVS Processos Fiscais,processos-fiscais,TOTVS Processos Fiscais,Gestão,"O TOTVS Processos Fiscais é uma ferramenta on-line de custódia de documentos fiscais eletrônicos. Com ela, você mantém e gerencia a guarda desses documentos em nuvem, pelo tempo determinado por lei, mantendo sua empresa com 100% de compliance fiscal.",https://produtos.totvs.com/produto/processos-fiscais/,TOTVS Processos Fiscais|Processos Fiscais,
Acesso e Segurança by Suricato,acesso-e-seguranca-by-suricato,TOTVS RH,Gestão,"Conte com o Acesso e Segurança by Suricato para automatizar a gestão de pontos de acessos de pessoas e veículos. A ferramenta é integrada aos sistemas de gestão TOTVS RH das linhas Protheus, Datasul e RM.",https://produtos.totvs.com/produto/totvs-rh/acesso-e-seguranca-by-suricato/,Acesso e Segurança by Suricato|acesso e seguranca by suricato,totvs-rh
App Meu RH,app-meu-rh,TOTVS RH,Gestão,"As pessoas são um dos ativos mais importantes de qualquer empresa e a gestão estratégica do RH é um diferencial competitivo. Para que isso aconteça, é preciso descentralizar os processos de Recursos Humanos, eliminar as tarefas burocráticas e otimizar a equipe de RH.",https://produtos.totvs.com/produto/totvs-rh/app-meu-rh/,App Meu RH,totvs-rh
Atração de Talentos - Linha Feedz,atracao-de-talentos-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Atração de Talentos – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/atracao-de-talentos-linha-feedz/,Atração de Talentos - Linha Feedz|Atração de Talentos|Linha Feedz|atracao de talentos linha feedz,totvs-rh
Avaliação de Desempenho - Linha Feedz,avaliacao-de-desempenho-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Avaliação de Desempenho – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/avaliacao-de-desempenho-linha-feedz/,Avaliação de Desempenho - Linha Feedz|Avaliação de Desempenho|Linha Feedz|avaliacao de desempenho linha feedz,totvs-rh
Benefícios Flexíveis by Swile,beneficios-flexiveis-by-swile,TOTVS RH,Gestão,Conte com o sistema para criar programas de premiação e benefícios com alta flexibilidade para os funcionários da sua empresa.,https://produtos.totvs.com/produto/totvs-rh/beneficios-flexiveis-by-swile/,Benefícios Flexíveis by Swile|beneficios flexiveis by swile,totvs-rh
Clima e Engajamento - Linha Feedz,clima-e-engajamento-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Clima e Engajamento – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/clima-e-engajamento-linha-feedz/,Clima e Engajamento - Linha Feedz|Clima e Engajamento|Linha Feedz|clima e engajamento linha feedz,totvs-rh
Departamento Pessoal - Linha Feedz,departamento-pessoal-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Departamento Pessoal – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/departamento-pessoal-linha-feedz/,Departamento Pessoal - Linha Feedz|Departamento Pessoal|Linha Feedz|departamento pessoal linha feedz,totvs-rh
Digital Workplace by Digte,digital-workplace-by-digte,TOTVS RH,Gestão,"Transforme o TOTVS Fluig em uma intranet interativa, com ferramentas que centralizam a comunicação e potencializam a colaboração e o engajamento na sua empresa.",https://produtos.totvs.com/produto/totvs-rh/digital-workplace-by-digte/,Digital Workplace by Digte,totvs-rh
LMS + LXP by Afferolab,lms-lxp-by-afferolab,TOTVS RH,Gestão,"Conte com o LMS + LXP by Afferolab, um Learning Management System completo e robusto, para atender todas as necessidades de gestão e secretaria on-line dos programas e instituições educacionais corporativas.",https://produtos.totvs.com/produto/totvs-rh/lms-lxp-by-afferolab/,LMS + LXP by Afferolab|lms lxp by afferolab,totvs-rh
Metas e Objetivos - Linha Feedz,metas-e-objetivos-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Metas e Objetivos (OKR) – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/metas-e-objetivos-linha-feedz/,Metas e Objetivos - Linha Feedz|Metas e Objetivos|Linha Feedz|metas e objetivos linha feedz,totvs-rh
Saúde e Segurança do Trabalho by NG,saude-e-seguranca-do-trabalho-by-ng,TOTVS RH,Gestão,"O Saúde e Segurança do Trabalho by NG simplifica a gestão e automatiza as rotinas administrativas e operacionais nas áreas de Saúde e Segurança do Trabalho. Na prática, o sistema permite integrar o Gerenciamento de Riscos Ambientais e o Programa de Controle Médico de Saúde Ocupacional (PCMSO).",https://produtos.totvs.com/produto/totvs-rh/saude-e-seguranca-do-trabalho-by-ng/,Saúde e Segurança do Trabalho by NG|saude e seguranca do trabalho by ng,totvs-rh
TOTVS RH,totvs-rh,TOTVS RH,Gestão,Os produtos TOTVS estão em constante evolução para transpor desafios e acompanhar cada etapa da jornada digital da sua empresa.,https://produtos.totvs.com/produto/totvs-rh/,TOTVS RH|RH,
TOTVS RH Admissão Digital,admissao-digital,TOTVS RH,Gestão,"O TOTVS RH Admissão Digital é um sistema para gestão de admissão de funcionários e possui integração nativa com o módulo de folha de pagamento dos sistemas TOTVS RH das linhas Protheus, Datasul e RM. Com a solução você automatiza todas as etapas da rotina de admissão e simplifica processos.",https://produtos.totvs.com/produto/totvs-rh/admissao-digital/,TOTVS RH Admissão Digital|RH Admissão Digital|admissao digital,totvs-rh
TOTVS RH Atração de Talentos,atracao-de-talentos,TOTVS RH,Gestão,"O TOTVS RH Atração de Talentos foi desenvolvido para dar mais assertividade e eficiência ao processo de recrutamento e seleção, em qualquer área ou segmento de negócios. Com ele, você cria e publica vagas, recebe currículos, facilita o acesso dos candidatos à empresa e gerencia o processo de forma personalizada",https://produtos.totvs.com/produto/totvs-rh/atracao-de-talentos/,TOTVS RH Atração de Talentos|RH Atração de Talentos|atracao de talentos,totvs-rh
TOTVS RH Avaliação de Desempenho,avaliacao-de-desempenho,TOTVS RH,Gestão,Roadmap – TOTVS RH Avaliação de Desempenho,https://produtos.totvs.com/produto/totvs-rh/avaliacao-de-desempenho/,TOTVS RH Avaliação de Desempenho|RH Avaliação de Desempenho|avaliacao de desempenho,totvs-rh
TOTVS RH Clima e Engajamento,clima-e-engajamento,TOTVS RH,Gestão,"O sistema permite a você estar mais próximo dos colaboradores e conectá-los em uma só plataforma para estimular a comunicação, a colaboração e o engajamento entre eles.",https://produtos.totvs.com/produto/totvs-rh/clima-e-engajamento/,TOTVS RH Clima e Engajamento|RH Clima e Engajamento|clima e engajamento,totvs-rh
TOTVS RH Clock In,totvs-rh-clock-in,TOTVS RH,Gestão,"O TOTVS RH Clock In é uma solução mobile completa de controle de ponto, que incorpora tecnologia de Inteligência Artificial, para dar muito mais segurança e assertividade no processo de gestão de ponto na sua empresa.",https://produtos.totvs.com/produto/totvs-rh/totvs-rh-clock-in/,TOTVS RH Clock In|RH Clock In,totvs-rh
TOTVS RH Folha de Pagamento - Linha Datasul,folha-de-pagamento-linha-datasul,TOTVS RH,Gestão,Roadmap – TOTVS RH Folha de Pagamento – Linha Datasul,https://produtos.totvs.com/produto/totvs-rh/folha-de-pagamento-linha-datasul/,TOTVS RH Folha de Pagamento - Linha Datasul|RH Folha de Pagamento - Linha Datasul|RH Folha de Pagamento|folha de pagamento linha datasul,totvs-rh
TOTVS RH Folha de Pagamento - Linha Protheus,folha-de-pagamento-linha-protheus,TOTVS RH,Gestão,Roadmap – TOTVS RH Folha de Pagamento – Linha Protheus,https://produtos.totvs.com/produto/totvs-rh/folha-de-pagamento-linha-protheus/,TOTVS RH Folha de Pagamento - Linha Protheus|RH Folha de Pagamento - Linha Protheus|RH Folha de Pagamento|folha de pagamento linha protheus,totvs-rh
TOTVS RH Folha de Pagamento - Linha RM,folha-de-pagamento-linha-rm,TOTVS RH,Gestão,Roadmap – TOTVS RH Folha de Pagamento – Linha RM,https://produtos.totvs.com/produto/totvs-rh/folha-de-pagamento-linha-rm/,TOTVS RH Folha de Pagamento - Linha RM|RH Folha de Pagamento - Linha RM|RH Folha de Pagamento|folha de pagamento linha rm,totvs-rh
TOTVS RH Mapeamento Comportamental,totvs-rh-mapeamento-comportamental,TOTVS RH,Gestão,Roadmap – TOTVS RH Mapeamento Comportamental,https://produtos.totvs.com/produto/totvs-rh/totvs-rh-mapeamento-comportamental/,TOTVS RH Mapeamento Comportamental|RH Mapeamento Comportamental,totvs-rh
TOTVS RH Mapeamento Comportamental - Linha Feedz,totvs-rh-mapeamento-comportamental-linha-feedz,TOTVS RH,Gestão,Roadmap – TOTVS RH Mapeamento Comportamental – Linha Feedz,https://produtos.totvs.com/produto/totvs-rh/totvs-rh-mapeamento-comportamental-linha-feedz/,TOTVS RH Mapeamento Comportamental - Linha Feedz|RH Mapeamento Comportamental - Linha Feedz|RH Mapeamento Comportamental|Linha Feedz|totvs rh mapeamento comportamental linha feedz,totvs-rh
TOTVS RH Medicina e Segurança do Trabalho,totvs-medicina-e-seguranca-do-trabalho,TOTVS RH,Gestão,"O TOTVS RH Medicina e Segurança do Trabalho é um sistema, desenvolvido pela NG Informática (empresa parceira da TOTVS), para auxiliar e facilitar a gestão das áreas de Medicina e de Segurança do Trabalho, por meio da integração do Plano de Prevenção de Riscos Ambientais (PPRA) e do Programa de Controle Médico de Saúde Ocupacional (PCMSO).",https://produtos.totvs.com/produto/totvs-rh/totvs-medicina-e-seguranca-do-trabalho/,TOTVS RH Medicina e Segurança do Trabalho|RH Medicina e Segurança do Trabalho|totvs medicina e seguranca do trabalho,totvs-rh
TOTVS RH Metas e Objetivos (OKR),metas-objetivos-okr,TOTVS RH,Gestão,"Crie objetivos estratégicos e acompanhe o desempenho de metas e resultados-chave, em diversos níveis, com um sistema para gestão de indicadores.",https://produtos.totvs.com/produto/totvs-rh/metas-objetivos-okr/,TOTVS RH Metas e Objetivos (OKR)|RH Metas e Objetivos (OKR)|metas objetivos okr,totvs-rh
TOTVS RH Orçamento,totvs-rh-orcamento,TOTVS RH,Gestão,,https://produtos.totvs.com/produto/totvs-rh/totvs-rh-orcamento/,TOTVS RH Orçamento|RH Orçamento|totvs rh orcamento,totvs-rh
TOTVS RH People Analytics,people-analytics,TOTVS RH,Gestão,,https://produtos.totvs.com/produto/totvs-rh/people-analytics/,TOTVS RH People Analytics|RH People Analytics|people analytics,totvs-rh
TOTVS RH Ponto Eletrônico - Linha Ahgora,ponto-eletronico-linha-ahgora,TOTVS RH,Gestão,Roadmap – TOTVS RH Ponto Eletrônico – Linha Ahgora,https://produtos.totvs.com/produto/totvs-rh/ponto-eletronico-linha-ahgora/,TOTVS RH Ponto Eletrônico - Linha Ahgora|RH Ponto Eletrônico - Linha Ahgora|RH Ponto Eletrônico|Linha Ahgora|ponto eletronico linha ahgora,totvs-rh
TOTVS RH Ponto Eletrônico - Linha Datasul,ponto-eletronico-linha-datasul,TOTVS RH,Gestão,Roadmap – TOTVS RH Ponto Eletrônico – Linha Datasul,https://produtos.totvs.com/produto/totvs-rh/ponto-eletronico-linha-datasul/,TOTVS RH Ponto Eletrônico - Linha Datasul|RH Ponto Eletrônico - Linha Datasul|RH Ponto Eletrônico|ponto eletronico linha datasul,totvs-rh
TOTVS RH Ponto Eletrônico - Linha RM,ponto-eletronico-linha-rm,TOTVS RH,Gestão,Roadmap – TOTVS RH Ponto Eletrônico – Linha RM,https://produtos.totvs.com/produto/totvs-rh/ponto-eletronico-linha-rm/,TOTVS RH Ponto Eletrônico - Linha RM|RH Ponto Eletrônico - Linha RM|RH Ponto Eletrônico|ponto eletronico linha rm,totvs-rh
TOTVS RH Ponto Eletrônico – Linha Protheus,ponto-eletronico-linha-protheus,TOTVS RH,Gestão,Roadmap – TOTVS RH Ponto Eletrônico – Linha Protheus,https://produtos.totvs.com/produto/totvs-rh/ponto-eletronico-linha-protheus/,TOTVS RH Ponto Eletrônico – Linha Protheus|RH Ponto Eletrônico – Linha Protheus|ponto eletronico linha protheus,totvs-rh
TOTVS RH - Linha Datasul,totvs-rh-linha-datasul,TOTVS RH - Linha Datasul,Gestão,"O TOTVS RH - Linha Datasul é uma solução completa e versátil para que a gestão de pessoas realmente se converta em um diferencial competitivo. Com ela é possível automatizar processos, reduzir custos administrativos eliminar rotinas burocráticas.",https://produtos.totvs.com/produto/totvs-rh-linha-datasul/,TOTVS RH - Linha Datasul|RH - Linha Datasul|RH|totvs rh linha datasul,
TOTVS RH - Linha Protheus,totvs-rh-linha-protheus,TOTVS RH - Linha Protheus,Gestão,"O TOTVS RH - Linha Protheus é uma solução especializada na gestão de pessoas e no gerenciamento estratégico de todos os processos ligados ao setor de Recursos Humanos. É um sistema robusto e flexível, totalmente integrado ao ERP Protheus, capaz de atender às demandas de empresas de todos os portes e dos mais diversos segmentos.",https://produtos.totvs.com/produto/totvs-rh-linha-protheus/,TOTVS RH - Linha Protheus|RH - Linha Protheus|RH|totvs rh linha protheus,
TOTVS RH - Linha RM,totvs-rh-linha-rm,TOTVS RH - Linha RM,Gestão,"O TOTVS RH - Linha RM é uma solução que permite administrar de forma eficiente todas as variáveis do RH. Com ela, é possível reduzir custos do departamento e automatizar processos, assim você tem uma gestão mais inteligente, que vá além das rotinas burocráticas da administração de pessoal.",https://produtos.totvs.com/produto/totvs-rh-linha-rm/,TOTVS RH - Linha RM|RH - Linha RM|RH|totvs rh linha rm,
TOTVS RH Controle de Acesso Virtual,totvs-rh-controle-de-acesso-virtual,TOTVS RH Controle de Acesso Virtual,Gestão,,https://produtos.totvs.com/produto/totvs-rh-controle-de-acesso-virtual/,TOTVS RH Controle de Acesso Virtual|RH Controle de Acesso Virtual,
TOTVS RH Performance e Metas,performance-e-metas,TOTVS RH Performance e Metas,Gestão,"O TOTVS RH Performance e Metas é um sistema acompanhado de uma suíte completa de ferramentas para realizar todo o ciclo de avaliação de desempenho na sua empresa, qualquer que seja o porte e a área de atividade.",https://produtos.totvs.com/produto/performance-e-metas/,TOTVS RH Performance e Metas|RH Performance e Metas|performance e metas,
TOTVS Recorrência,totvs-recorrencia,TOTVS Recorrência,Gestão,Conte com uma tecnologia completa para a sua gestão de assinaturas e controle de pagamentos recorrentes.,https://produtos.totvs.com/produto/totvs-recorrencia/,TOTVS Recorrência|Recorrência|totvs recorrencia,
TOTVS Roteirização e Entregas,totvs-roterizacao-e-entregas,TOTVS Roteirização e Entregas,Gestão,"O TOTVS Roteirização e Entregas é um sistema desenvolvido especialmente para o planejamento de roteiros de entrega e rastreamento de cargas. Voltado para empresas com operações logísticas de médio e grande porte, ele torna a sua operação logística muito mais inteligente.",https://produtos.totvs.com/produto/totvs-roterizacao-e-entregas/,TOTVS Roteirização e Entregas|Roteirização e Entregas|totvs roterizacao e entregas,
TOTVS Saúde Gestão de NIPs,gestao-de-nips,TOTVS Saúde Gestão de NIPs,Gestão,"O TOTVS Saúde Gestão de NIPs ajuda você a gerenciar as Notificações de Intermediação Preliminar emitidas pela Agência Nacional de Saúde Suplementar (ANS), para que você possa responder todas as notificações dentro do praz e evite a aplicação de multas contra sua empresa.",https://produtos.totvs.com/produto/gestao-de-nips/,TOTVS Saúde Gestão de NIPs|Saúde Gestão de NIPs|gestao de nips,
TOTVS Saúde Pré-auditoria by Carol,totvs-saude-pre-auditoria-by-carol,TOTVS Saúde Pré-auditoria by Carol,Gestão,"O TOTVS Saúde Pré-auditoria by Carol é uma solução desenvolvida com base na Carol, a plataforma de Inteligência Artificial da TOTVS, voltada para planos e seguradoras de saúde, que ajuda você a controlar custos, reduzir a sinistralidade e o risco financeiro.",https://produtos.totvs.com/produto/totvs-saude-pre-auditoria-by-carol/,TOTVS Saúde Pré-auditoria by Carol|Saúde Pré-auditoria by Carol|totvs saude pre auditoria by carol,
TOTVS Saúde Pós-auditoria by Carol,totvs-saude-pos-auditoria-by-carol,TOTVS Saúde Pós-auditoria by Carol,Gestão,"O TOTVS Saúde Planos – Linha Protheus é uma solução voltada para o segmento de planos e seguros de saúde. Trata-se de uma ferramenta completa que permite gerenciar todos os aspectos do negócio, incluindo processos fiscais, contábeis e regulatórios, além de facilitar a gestão de carteiras de clientes e convênios.",https://produtos.totvs.com/produto/totvs-saude-pos-auditoria-by-carol/,TOTVS Saúde Pós-auditoria by Carol|Saúde Pós-auditoria by Carol|totvs saude pos auditoria by carol,
